CA,sand.state,state.fips,fips.code,CFPL,zillow.forc,forc.high,hh2000
0,0,47,47011,0,105.2829,0,36820
0,0,47,47011,1,449.215,0,36820
0,0,47,47015,0,84.0151765961696,0,5420
0,0,47,47015,1,377.2734,0,5420
0,0,47,47019,0,53.1942,0,25920
0,0,47,47019,1,250.1177,0,25920
0,0,47,47021,0,104.0303,0,13508
0,0,47,47021,1,537.2413,0,13508
0,0,47,47037,0,156.7165,0,252977
0,0,47,47037,1,697.7144,0,252977
0,0,47,47043,0,104.399,0,17614
0,0,47,47043,1,444.7705,0,17614
0,0,47,47047,0,96.4524,0,11214
0,0,47,47047,1,447.7664,0,11214
0,0,47,47063,0,83.3961,0,24693
0,0,47,47063,1,405.7745,0,24693
0,0,47,47081,0,170.5145,0,8904
0,0,47,47081,1,677.0212,0,8904
0,0,47,47089,0,81.8202,0,19319
0,0,47,47089,1,452.9967,0,19319
0,0,47,47093,0,110.7281,0,171439
0,0,47,47093,1,911.0926,0,171439
0,0,47,47105,0,88.1802,0,17277
0,0,47,47105,1,331.6255,0,17277
0,0,47,47111,0,110.7544,0,8894
0,0,47,47111,1,380.517,0,8894
0,0,47,47113,0,187.7793,0,38205
0,0,47,47113,1,539.2168,0,38205
0,0,47,47147,0,113.5374,0,20995
0,0,47,47147,1,560.0191,0,20995
0,0,47,47149,0,105.7827,0,70616
0,0,47,47149,1,504.4863,0,70616
0,0,47,47157,0,321.3308,0,362954
0,0,47,47157,1,776.9572,0,362954
0,0,47,47159,0,156.174,0,7665
0,0,47,47159,1,699.787,0,7665
0,0,47,47165,0,95.3242,0,51657
0,0,47,47165,1,454.6712,0,51657
0,0,47,47167,0,143.7501,0,19064
0,0,47,47167,1,597.3711,0,19064
0,0,47,47171,0,39.3213398669219,0,8214
0,0,47,47171,1,158.2952,0,8214
0,0,47,47179,0,59.2112,0,47779
0,0,47,47179,1,236.4094,0,47779
0,0,47,47187,0,28.1937,0,47005
0,0,47,47187,1,207.3755,0,47005
0,0,47,47189,0,85.3507,0,34921
0,0,47,47189,1,365.088,0,34921
0,0,48,48085,0,119.0485,0,194892
0,0,48,48085,1,396.1917,0,194892
0,0,48,48113,0,243.4177,0,854119
0,0,48,48113,1,621.6044,0,854119
0,0,48,48121,0,106.062,0,168069
0,0,48,48121,1,373.06,0,168069
0,0,48,48139,0,177.1212,0,39071
0,0,48,48139,1,579.8921,0,39071
0,0,48,48251,0,113.0571,0,46269
0,0,48,48251,1,443.3886,0,46269
0,0,48,48367,0,82.6351,0,34084
0,0,48,48367,1,364.0758,0,34084
0,0,48,48397,0,215.0973,0,15351
0,0,48,48397,1,675.7915,0,15351
0,0,48,48439,0,183.8135,0,565830
0,0,48,48439,1,539.7533,0,565830
0,0,51,51013,0,57.4494,0,90426
0,0,51,51013,1,234.6476,0,90426
0,0,51,51033,0,181.607613262792,1,8889
0,0,51,51033,1,1134.2066,1,8889
0,0,51,51041,0,38.9256,0,97707
0,0,51,51041,1,309.6227,0,97707
0,0,51,51047,0,256.7338,0,12871
0,0,51,51047,1,902.6907,0,12871
0,0,51,51059,0,146.2395,1,359411
0,0,51,51059,1,425.5774,1,359411
0,0,51,51061,0,132.0707,0,21046
0,0,51,51061,1,542.85052286215,0,21046
0,0,51,51085,0,17.5711823914243,0,32196
0,0,51,51085,1,247.6699,0,32196
0,0,51,51087,0,9.00546028663734,0,112570
0,0,51,51087,1,327.378,0,112570
0,0,51,51107,0,220.8779,1,62160
0,0,51,51107,1,497.555,1,62160
0,0,51,51137,0,110.4759,0,11354
0,0,51,51137,1,638.3543,0,11354
0,0,51,51153,0,462.3442,1,98052
0,0,51,51153,1,1023.6459,1,98052
0,0,51,51177,0,151.872,0,33329
0,0,51,51177,1,673.003,0,33329
0,0,51,51179,0,186.6319,1,31405
0,0,51,51179,1,702.036,1,31405
0,0,51,51685,0,877.6033,1,3365
0,0,51,51685,1,1572.0628,1,3365
0,0,51,51810,0,40.0964,0,162277
0,0,51,51810,1,315.6352,0,162277
0,0,53,53011,0,80.708,0,134030
0,0,53,53011,1,591.4355,0,134030
0,0,53,53015,0,64.4251,0,38624
0,0,53,53015,1,453.9209,0,38624
0,0,53,53021,0,128.634,0,16084
0,0,53,53021,1,258.4907,0,16084
0,0,53,53027,0,68.6179,0,32489
0,0,53,53027,1,512.4062,0,32489
0,0,53,53029,0,28.1057,0,32378
0,0,53,53029,1,298.7266,0,32378
0,0,53,53033,0,28.842,0,742237
0,0,53,53033,1,410.4437,0,742237
0,0,53,53035,0,40.0115,0,92644
0,0,53,53035,1,356.9337,0,92644
0,0,53,53037,0,14.7042906881423,0,16475
0,0,53,53037,1,274.9012,0,16475
0,0,53,53041,0,64.1935,0,29585
0,0,53,53041,1,466.1626,0,29585
0,0,53,53045,0,52.0403,0,25515
0,0,53,53045,1,424.2507,0,25515
0,0,53,53053,0,78.4592,0,277060
0,0,53,53053,1,681.5314,0,277060
0,0,53,53061,0,31.9457,0,236205
0,0,53,53061,1,556.6084,0,236205
0,0,53,53063,0,41.1632,0,175005
0,0,53,53063,1,331.5115,0,175005
0,0,53,53067,0,46.3002,0,86652
0,0,53,53067,1,367.2214,0,86652
0,0,53,53073,0,33.0297,0,73893
0,0,53,53073,1,274.0857,0,73893
0,0,53,53077,0,77.4698,0,79174
0,0,53,53077,1,257.8216,0,79174
0,0,55,55009,0,15.8558,0,90199
0,0,55,55009,1,159.4791,0,90199
0,0,55,55025,0,20.924,0,180398
0,0,55,55025,1,167.1769,0,180398
0,0,55,55027,0,23.0061,0,33672
0,0,55,55027,1,75.1157,0,33672
0,0,55,55073,0,23.2296,0,50360
0,0,55,55073,1,159.3939,0,50360
0,0,55,55079,0,66.7434,0,400093
0,0,55,55079,1,493.8352,0,400093
0,0,55,55133,0,12.7061,0,140309
0,0,55,55133,1,107.6568,0,140309
0,0,55,55139,0,19.2288,0,64721
0,0,55,55139,1,171.2686,0,64721
